,Company Name,Model,Color,Price,MRP,RAM,ROM,Display size,Battery size,Processor
1,Realme,C11,Rich Grey,"7,499","8,999",2 GB,32GB,16.51 cm ,5000 mAh ,Mediatek Helio G35 
2,Realme,C11,Rich Green,"7,499","8,999",2 GB,32GB,16.51 cm ,5000 mAh ,Mediatek Helio G35 
3,Redmi,8,Ruby Red,"9,999","10,999",4 GB,64GB,15.8 cm ,5000 mAh ,Qualcomm Snapdragon 439 
4,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
5,Redmi,8,Sapphire Blue,"9,999","10,999",4 GB,64GB,15.8 cm ,5000 mAh ,Qualcomm Snapdragon 439 
6,Realme,5i,Aqua Blue,"10,999","10,999",4 GB, 64 GB,16.56 cm ,5000 mAh ,Qualcomm Snapdragon 665 2 GHz 
7,Tecno,Spark Power 2,Ice Jadeite,"9,999","11,999",4 GB,64GB,17.78 cm ,6000 mAh Li-ion Polymer ,MediaTek Helio P22 Octa Core 
8,Tecno,Spark Power 2,Misty Grey,"9,999","11,999",4 GB,64GB,17.78 cm ,6000 mAh Li-ion Polymer ,MediaTek Helio P22 Octa Core 
9,Realme,5i,Forest Green,"10,999","10,999",4 GB, 64 GB,16.56 cm ,5000 mAh ,Qualcomm Snapdragon 665 2 GHz 
10,Infinix,Hot 9 Pro,Violet,"10,499","12,999",4 GB,64GB,16.76 cm ,5000 mAh Li-ion Polymer ,MediaTek Helio P22 (64 bit) 
11,Realme,6,Comet Blue,"15,999","17,999",6 GB,64GB,16.51 cm ,4300 mAh ,MediaTek Helio G90T 
12,Infinix,Hot 9 Pro,Ocean Wave,"10,499","12,999",4 GB,64GB,16.76 cm ,5000 mAh Li-ion Polymer ,MediaTek Helio P22 (64 bit) 
13,Redmi,8,Emerald Green,"9,999","10,999",4 GB,64GB,15.8 cm ,5000 mAh ,Qualcomm Snapdragon 439 
14,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
15,POCO,X2,Matrix Purple,"18,499","19,999",6 GB,128GB,16.94 cm ,4500 mAh Lithium-ion Polymer ,Qualcomm Snapdragon 730G 
16,POCO,X2,Atlantis Blue,"18,499","19,999",6 GB,128GB,16.94 cm ,4500 mAh Lithium-ion Polymer ,Qualcomm Snapdragon 730G 
17,Realme,C2,Diamond Blue,"6,999","7,999",2 GB,32GB,15.49 cm ,4000 mAh ,MediaTek P22 Octa Core 2.0 GHz 
18,Realme,6i,Eclipse Black,"14,999","15,999",6 GB,64GB,16.51 cm ,4300 mAh ,MediaTek Helio G90T 
19,Realme,6i,Eclipse Black,"12,999","14,999",4 GB,64GB,16.51 cm ,4300 mAh ,MediaTek Helio G90T 
20,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
21,Realme,6,Comet White,"15,999","17,999",6 GB,64GB,16.51 cm ,4300 mAh ,MediaTek Helio G90T 
22,Realme,6i,Lunar White,"14,999","15,999",6 GB,64GB,16.51 cm ,4300 mAh ,MediaTek Helio G90T 
23,Realme,6i,Lunar White,"12,999","14,999",4 GB,64GB,16.51 cm ,4300 mAh ,MediaTek Helio G90T 
24,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
25,Realme,C3,Frozen Blue,"8,999","8,999",3 GB,32GB,16.56 cm ,5000 mAh ,Helio G70 
26,Realme,6 Pro,Lightning Blue,"17,999","17,999",6 GB,64GB,16.76 cm ,4300 mAh ,Snapdragon 720G 
27,Apple,iPhone SE,White,"36,999","42,500",, 64 GB,11.94 cm ,,A13 Bionic Chip with 3rd Gen Neural Engine 
28,Apple,iPhone SE,Red,"36,999","42,500",, 64 GB,11.94 cm ,,A13 Bionic Chip with 3rd Gen Neural Engine 
29,OPPO,A5s,Blue,"7,990","12,990",2 GB,32GB,15.75 cm ,4230 mAh ,MTK MT6765 
30,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
31,OPPO,A5s,Black,"10,990","15,990",4 GB,64GB,15.75 cm ,4230 mAh ,MTK MT6765 
32,Motorola,G8 Power Lite,Royal Blue,"9,999","9,999",4 GB,64GB,16.51 cm ,5000 mAh Lithium-ion ,MediaTek Helio P35 
33,Realme,Narzo 10A,So White,"8,999","9,999",3 GB,32GB,16.56 cm ,5000 mAh Lithium-ion ,MediaTek Helio G70 (12 nm) 
34,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
35,Realme,Narzo 10A,So White,"9,999","10,999",4 GB,64GB,16.56 cm ,5000 mAh Lithium-ion ,MediaTek Helio G70 (12 nm) 
36,Realme,Narzo 10A,So Blue,"9,999","10,999",4 GB,64GB,16.56 cm ,5000 mAh Lithium-ion ,MediaTek Helio G70 (12 nm) 
37,Realme,Narzo 10A,So Blue,"8,999","9,999",3 GB,32GB,16.56 cm ,5000 mAh Lithium-ion ,MediaTek Helio G70 (12 nm) 
38,Apple,iPhone XR,Black,"45,999","52,500",, 64 GB,15.49 cm ,,A12 Bionic Chip 
39,Redmi,Note 8 Pro,Gamma Green,"15,999","16,999",6 GB,64GB,16.59 cm ,4500 mAh Li-polymer ,MediaTek Helio G90T 
40,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
41,Realme,6,Comet Blue,"17,999","17,999",8 GB,128GB,16.51 cm ,4300 mAh ,MediaTek Helio G90T 
42,OPPO,Reno2 F,Lake Green,"17,990","19,990",6 GB, 256 GB,16.51 cm ,4000 mAh ,MTK MT6771V(P70) 64bit 
43,OPPO,Reno2 F,Lake Green,"21,990","28,990",8 GB, 128 GB,16.51 cm ,4000 mAh ,MTK MT6771V(P70) 64bit 
44,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
45,OPPO,A5s,Gold,"10,990","15,990",4 GB,64GB,15.75 cm ,4230 mAh ,MTK MT6765 
46,OPPO,A5s,Green,"10,990","15,990",4 GB,64GB,15.75 cm ,4230 mAh ,MTK MT6765 
47,Apple,iPhone XR,Black,"56,490","56,490",, 128 GB,15.49 cm ,,A12 Bionic Chip 
48,POCO,X2,Phoenix Red,"18,499","19,999",6 GB,128GB,16.94 cm ,4500 mAh Lithium-ion Polymer ,Qualcomm Snapdragon 730G 
49,Apple,iPhone SE,White,"41,999","47,800",, 128 GB,11.94 cm ,,A13 Bionic Chip with 3rd Gen Neural Engine 
50,I,Kall K300 NEW,Black,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
51,Honor,9S,Black,"6,499","7,999",2 GB,32GB,13.84 cm ,3020 mAh Lithium Polymer ,MediaTek Helio P22 (MT6762R) Octa Core 
52,Honor,9S,Blue,"6,499","7,999",2 GB,32GB,13.84 cm ,3020 mAh Lithium Polymer ,MediaTek Helio P22 (MT6762R) Octa Core 
53,Apple,iPhone 7,Black,"28,499","31,500",, 32 GB,11.94 cm ,,Apple A10 Fusion 64-bit 
54,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
55,Vivo,Y12,Burgundy Red,"10,990","13,990",3 GB,64GB,16.13 cm ,5000 mAh ,MediaTek Helio P22 
56,Vivo,Y12,Aqua Blue,"10,990","13,990",3 GB,64GB,16.13 cm ,5000 mAh ,MediaTek Helio P22 
57,Apple,iPhone SE,Red,"41,999","47,800",, 128 GB,11.94 cm ,,A13 Bionic Chip with 3rd Gen Neural Engine 
58,Vivo,Y91i,Fusion Black,"7,990","9,990",2 GB,32GB,15.8 cm ,4030 mAh Li-ion ,MTK Helio P22 
59,Vivo,Y91i,Ocean Blue,"7,990","9,990",2 GB,32GB,15.8 cm ,4030 mAh Li-ion ,MTK Helio P22 
60,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
61,Vivo,Y15,Burgundy Red,"12,990","15,990",4 GB,64GB,16.13 cm ,5000 mAh ,MediaTek Helio P22 
62,Vivo,Y15,Aqua Blue,"12,990","15,990",4 GB,64GB,16.13 cm ,5000 mAh ,MediaTek Helio P22 
63,Redmi,Note 8 Pro,Shadow Black,"17,499","17,999",6 GB,128GB,16.59 cm ,4500 mAh Li-polymer ,MediaTek Helio G90T 
64,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
65,Redmi,K20 Pro,Glacier Blue,"22,999","28,999",6 GB, 128 GB,16.23 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 855 
66,Redmi,Note 9,Pebble Grey,"14,999","14,999",4 GB,64GB,16.59 cm ,5020 mAh ,MediaTek Helio G85 
67,Redmi,Note 9,Pebble Grey,"16,305","16,305",4 GB,128GB,16.59 cm ,5020 mAh ,MediaTek Helio G85 
68,Redmi,Note 9,Aqua Green,"14,829","14,829",4 GB,64GB,16.59 cm ,5020 mAh ,MediaTek Helio G85 
69,Apple,iPhone XR,Blue,"45,999","52,500",, 64 GB,15.49 cm ,,A12 Bionic Chip 
70,I,Kall K700,Red,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
71,Redmi,Note 8 Pro,Gamma Green,"17,499","17,999",6 GB,128GB,16.59 cm ,4500 mAh Li-polymer ,MediaTek Helio G90T 
72,Vivo,Y91i,Fusion Black,"8,990","9,990",3 GB,32GB,15.8 cm ,4030 mAh Lithium-ion ,MediaTek Helio P22 
73,OPPO,A9 2020,Space Purple,"15,990","21,990",8 GB, 128 GB,16.51 cm ,5000 mAh ,Qualcomm SM6125 
74,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
75,Realme,X2,Pearl White,"22,999","24,999",8 GB, 256 GB,16.26 cm ,4000 mAh ,Qualcomm Snapdragon 730G 
76,Samsung,Galaxy M31,Ocean Blue,"19,860","19,860",6 GB,128GB,16.26 cm ,6000 mAh ,Samsung Exynos 9 Octa 9611 
77,Vivo,Z1x,Fusion Blue,"16,990","19,990",6 GB, 64 GB,16.21 cm ,4500 mAh Li-ion ,Qualcomm Snapdragon 712 AIE 
78,Vivo,Z1x,Phantom Purple,"16,990","19,990",6 GB, 64 GB,16.21 cm ,4500 mAh Li-ion ,Qualcomm Snapdragon 712 AIE 
79,Vivo,Z1x,Fusion Blue,"18,990","24,990",8 GB, 128 GB,16.21 cm ,4500 mAh Li-ion ,Qualcomm Snapdragon 712 AIE 
80,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
81,Redmi,8A Dual,Midnight Grey,"8,165","8,165",2 GB,32GB,15.8 cm ,5000 mAh ,Snapdragon 439 octa core processor 
82,Redmi,8A Dual,Sea Blue,"8,999","8,999",3 GB,32GB,15.8 cm ,5000 mAh ,Snapdragon 439 octa core processor 
83,Redmi,K20 Pro,Flame Red,"22,999","28,999",6 GB, 128 GB,16.23 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 855 
84,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
85,Redmi,8A Dual,Sky White,"8,180","8,499",2 GB,32GB,15.8 cm ,5000 mAh ,Snapdragon 439 octa core processor 
86,OPPO,A31,Fantasy White,"12,490","12,990",4 GB,64GB,16.51 cm ,4230 mAh ,MediaTek Helio P35 ((MT6765V/CB) (4 x Cortex-A53L + 4 x Cortex-A53LL) 12 nm 64-bit 
87,OPPO,A31,Mystery Black,"12,490","12,990",4 GB,64GB,16.51 cm ,4230 mAh ,MediaTek Helio P35 ((MT6765V/CB) (4 x Cortex-A53L + 4 x Cortex-A53LL) 12 nm 64-bit 
88,Vivo,V19,Piano Black,"27,990","34,990",8 GB,256GB,16.36 cm ,4500 mAh Lithium-ion ,Qualcomm Snapdragon 712 AIE 
89,Realme,6,Comet White,"17,999","17,999",8 GB,128GB,16.51 cm ,4300 mAh ,MediaTek Helio G90T 
90,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
91,OPPO,Reno4 Pro,Silky White,"34,990","37,990",8 GB,128GB,16.51 cm ,4000 mAh Lithium-ion Polymer ,Qualcomm Snapdragon 720G Octa Core 
92,Samsung,Galaxy M31,Space Black,"19,945","19,945",6 GB,128GB,16.26 cm ,6000 mAh ,Samsung Exynos 9 Octa 9611 
93,OPPO,Reno4 Pro,Starry Night,"34,990","37,990",8 GB,128GB,16.51 cm ,4000 mAh Lithium-ion Polymer ,Qualcomm Snapdragon 720G Octa Core 
94,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
95,Vivo,Y11,Mineral Blue,"9,990","9,990",3 GB, 32 GB,16.13 cm ,5000 mAh ,SDM439 
96,Realme,Narzo 10,That Green,"11,999","12,999",4 GB,128GB,16.51 cm ,5000 mAh Lithium-ion ,MediaTek Helio G80 (12 nm) 
97,Apple,iPhone 7,Silver,"28,499","31,500",, 32 GB,11.94 cm ,,Apple A10 Fusion 64-bit 
98,OPPO,F15,Blazing Blue,"16,990","20,990",4 GB,128GB,16.26 cm ,4000 mAh ,MediaTek Helio P70 
99,OPPO,F15,Lightening Black,"16,990","20,990",4 GB,128GB,16.26 cm ,4000 mAh ,MediaTek Helio P70 
100,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
101,Realme,6,Comet White,"14,999","14,999",4 GB,64GB,16.51 cm ,4300 mAh ,MediaTek Helio G90T 
102,Apple,iPhone XR,Coral,"45,999","52,500",, 64 GB,15.49 cm ,,A12 Bionic Chip 
103,Realme,5 Pro,Sparkling Blue,"14,999","15,999",6 GB,64GB,16.0 cm ,4035 mAh ,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz 
104,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
105,Realme,5 Pro,Sparkling Blue,"16,999","17,999",8 GB,128GB,16.0 cm ,4035 mAh ,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz 
106,Redmi,Note 8 Pro,Shadow Black,"15,999","16,999",6 GB,64GB,16.59 cm ,4500 mAh Li-polymer ,MediaTek Helio G90T 
107,Vivo,Y50,Iris Blue,"17,990","19,990",8 GB,128GB,16.59 cm ,5000 mAh Lithium-ion ,Qualcomm Snapdragon 665 
108,Redmi,Note 8 Pro,Electric Blue,"16,999","16,999",6 GB,64GB,16.59 cm ,4500 mAh Li-polymer ,MediaTek Helio G90T 
109,Vivo,S1 Pro,Mystic Black,"19,990","20,990",8 GB,128GB,16.21 cm ,4500 mAh Lithium Polymer ,Qualcomm Snapdragon 665 
110,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
111,Vivo,Y30,Emerald Black,"14,990","18,990",4 GB,128GB,16.43 cm ,5000 mAh Lithium-ion ,MediaTek Helio P35 
112,Vivo,Y30,Dazzle Blue,"14,990","18,990",4 GB,128GB,16.43 cm ,5000 mAh Lithium-ion ,MediaTek Helio P35 
113,Redmi,Note 9 Pro,Aurora Blue,"16,999","16,999",4 GB,64GB,16.94 cm ,5020 mAh ,Qualcomm® Snapdragon™ 720G 
114,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
115,Realme,X2,Pearl Green,"20,999","20,999",8 GB, 128 GB,16.26 cm ,4000 mAh ,Qualcomm Snapdragon 730G 
116,Realme,5 Pro,Chroma White,"16,999","16,999",8 GB,128GB,16.0 cm ,4035 mAh ,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz 
117,Realme,5i,Aqua Blue,"10,999","10,999",4 GB, 64 GB,16.56 cm ,5000 mAh ,Qualcomm Snapdragon 665 2 GHz 
118,Motorola,G8 Power Lite,Arctic Blue,"9,999","9,999",4 GB,64GB,16.51 cm ,5000 mAh Lithium-ion ,MediaTek Helio P35 
119,POCO,M2 Pro,Out of the Blue,"14,999","17,999",6 GB,64GB,16.94 cm ,5000 mAh Lithium-ion Polymer ,Qualcomm Snapdragon 720G 
120,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
121,Samsung,Galaxy M11,Black,"11,897","12,910",3 GB,32GB,16.26 cm ,5000 mAh Lithium-ion ,Qualcomm Snapdragon (SDM450-F01) Octa Core 
122,Vivo,U10,Thunder Black,"10,990","10,990",3 GB,32GB,16.13 cm ,5000 mAh Li-ion ,Qualcomm Snapdragon 665 AIE 
123,iQOO,3,Quantum Silver,"37,990","40,990",8 GB, 256 GB,16.36 cm ,4440 mAh Li-ion ,Qualcomm Snapdragon 865 
124,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
125,Vivo,U10,Electric Blue,"10,990","10,990",3 GB,32GB,16.13 cm ,5000 mAh Li-ion ,Qualcomm Snapdragon 665 AIE 
126,OPPO,A12,Blue,"9,990","10,990",3 GB,32GB,15.8 cm ,4230 mAh ,MediaTek Helio P35 (MT6765V/CB) 
127,Vivo,Z1Pro,Sonic Black,"17,990","20,990",6 GB,128GB,16.59 cm ,5000 mAh ,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz 
128,OPPO,F15,Blazing Blue,"18,990","22,990",8 GB,128GB,16.26 cm ,4000 mAh ,Helio P70 
129,OPPO,F15,Unicorn White,"18,990","22,990",8 GB,128GB,16.26 cm ,4000 mAh ,Helio P70 
130,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
131,Apple,iPhone 7 Plus,Black,"34,999","37,900",, 32 GB,13.97 cm ,,Apple A10 Fusion 64-bit 
132,Infinix,Smart 4 Plus,Midnight Black,"7,999","9,999",3 GB,32GB,17.32 cm ,6000 mAh Lithium-ion Polymer ,Mediatek Helio A25 
133,Infinix,Smart 4 Plus,Violet,"7,999","9,999",3 GB,32GB,17.32 cm ,6000 mAh Lithium-ion Polymer ,Mediatek Helio A25 
134,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
135,Redmi,Note 8 Pro,Shadow Black,"18,999","19,999",8 GB,128GB,16.59 cm ,4500 mAh Li-polymer ,MediaTek Helio G90T 
136,Vivo,Y50,Pearl White,"17,990","19,990",8 GB,128GB,16.59 cm ,5000 mAh Lithium-ion ,Qualcomm Snapdragon 665 
137,Realme,X2 Pro,Neptune Blue,"32,999","35,999",12 GB, 256 GB,16.51 cm ,4000 mAh ,Qualcomm Snapdragon 855 Plus 
138,Lava,Z61 Pro,Champagne Gold,"5,777","6,499",2 GB,16GB,13.84 cm ,3100 mAh Lithium Polymer ,Unisoc Octa Core 
139,Redmi,Note 8 Pro,Gamma Green,"18,999","19,999",8 GB,128GB,16.59 cm ,4500 mAh Li-polymer ,MediaTek Helio G90T 
140,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
141,Realme,X3,Arctic White,"25,999","27,999",8 GB, 128 GB,16.69 cm ,4200 mAh ,Qualcomm Snapdragon 855+ 
142,Redmi,K20 Pro,Pearl White,"22,999","28,999",6 GB, 128 GB,16.23 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 855 
143,Vivo,S1 Pro,Jazzy Blue,"19,990","20,990",8 GB,128GB,16.21 cm ,4500 mAh Lithium Polymer ,Qualcomm Snapdragon 665 
144,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
145,Vivo,S1 Pro,Jazzy Blue,"19,990","20,990",8 GB,128GB,16.21 cm ,4500 mAh Lithium Polymer ,Qualcomm Snapdragon 665 
146,Redmi,K20 Pro,Pearl White,"22,999","28,999",6 GB, 128 GB,16.23 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 855 
147,Apple,iPhone XR,Yellow,"45,999","52,500",, 64 GB,15.49 cm ,,A12 Bionic Chip 
148,OPPO,A52,Stream White,"16,990","19,990",6 GB,128GB,16.51 cm ,5000 mAh Lithium Polymer ,Qualcomm Snapdragon 665 (SM6125) 
149,OPPO,A52,Twilight Black,"16,990","19,990",6 GB,128GB,16.51 cm ,5000 mAh Lithium Polymer ,Qualcomm Snapdragon 665 (SM6125) 
150,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
151,Realme,X2,Pearl Green,"17,999","17,999",4 GB, 64 GB,16.26 cm ,4000 mAh ,Qualcomm Snapdragon 730G 
152,Redmi,8A Dual,Sea Blue,"9,434","9,999",3 GB, 64 GB,15.8 cm ,5000 mAh ,Snapdragon 439  
153,Redmi,Note 8,Space Black,"15,990","15,990",6 GB, 128 GB,16.0 cm ,4000 mAh ,
154,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
155,Vivo,Y19,Spring White,"14,990","15,990",4 GB,128GB,16.59 cm ,5000 mAh Li-ion ,Helio P65 
156,Vivo,Y19,Magnetic Black,"14,990","15,990",4 GB,128GB,16.59 cm ,5000 mAh Li-ion ,Helio P65 
157,Samsung,Galaxy A31,Prism Crush Black,"20,999","23,999",6 GB,128GB,16.26 cm ,5000 mAh Lithium-ion ,MediaTek (MT6768) Octa Core 
158,OPPO,A11K,Deep Blue,"8,990","10,990",2 GB,32GB,15.8 cm ,4230 mAh Li-polymer ,MT6765V/CB Octa Core 
159,Tecno,Camon 15,SHOAL GOLD,"11,499","12,499",4 GB,64GB,16.64 cm ,5000 mAh Li-ion Polymer ,Helio P22 MT6762 
160,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
161,Vivo,Z1Pro,Sonic Blue,"17,990","20,990",6 GB,128GB,16.59 cm ,5000 mAh ,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz 
162,Redmi,Note 9,Arctic White,"14,990","14,990",4 GB,64GB,16.59 cm ,5020 mAh ,MediaTek Helio G85 
163,Samsung,Galaxy A31,Prism Crush Blue,"20,999","23,999",6 GB,128GB,16.26 cm ,5000 mAh Lithium-ion ,MediaTek (MT6768) Octa Core 
164,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
165,Redmi,Note 8 Pro,Electric Blue,"17,499","17,999",6 GB,128GB,16.59 cm ,4500 mAh Li-polymer ,MediaTek Helio G90T 
166,OPPO,A12,Black,"11,490","11,990",4 GB,64GB,15.8 cm ,4230 mAh ,MediaTek Helio P35 (MT6765V/CB) 
167,OPPO,F15,Lightening Black,"18,990","22,990",8 GB,128GB,16.26 cm ,4000 mAh ,Helio P70 
168,Samsung,Galaxy A51,Prism Crush Black,"23,999","25,999",6 GB,128GB,16.26 cm ,4000 mAh Lithium-ion ,Exynos 9611 
169,Samsung,Galaxy M21,Raven Black,"17,990","17,999",6 GB,128GB,16.26 cm ,6000 mAh , Exynos 9611-Octa Core processor 
170,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
171,Nokia,3.2,Black,"9,888","10,639",3 GB,32GB,15.9 cm ,4000 mAh ,Qualcomm Snapdragon 429 
172,Panasonic,Eluga I8,Charcoal Black,"8,523","9,499",3 GB,32GB,15.8 cm ,4000 mAh ,Meditek 
173,Samsung,Galaxy A31,Prism Crush White,"20,999","23,999",6 GB,128GB,16.26 cm ,5000 mAh Lithium-ion ,MediaTek (MT6768) Octa Core 
174,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
175,Tecno,Camon 15,Fascinating Purple,"11,499","12,499",4 GB,64GB,16.64 cm ,5000 mAh Li-ion Polymer ,Helio P22 MT6762 
176,Samsung,Galaxy A21s,Black,"15,999","17,999",4 GB,64GB,16.51 cm ,5000 mAh Lithium-ion ,Exynos 850 Octa Core 
177,OPPO,Reno4 Pro Special Edition,Starry Night,"34,990","37,990",8 GB,128GB,16.51 cm ,4000 mAh Lithium-ion Polymer ,Qualcomm Snapdragon 720G Octa Core 
178,Samsung,Galaxy A21s,Blue,"15,999","17,999",4 GB,64GB,16.51 cm ,5000 mAh Lithium-ion ,Exynos 850 Octa Core 
179,Redmi,Note 8,Neptune Blue,"13,999","13,999",4 GB, 64 GB,16.0 cm ,4000 mAh ,
180,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
181,Vivo,V19,Mystic Silver,"24,990","30,990",8 GB,128GB,16.36 cm ,4500 mAh Lithium-ion ,Qualcomm Snapdragon 712 AIE 
182,Vivo,V19,Piano Black,"24,990","30,990",8 GB,128GB,16.36 cm ,4500 mAh Lithium-ion ,Qualcomm Snapdragon 712 AIE 
183,Vivo,V19,Mystic Silver,"27,990","34,990",8 GB,256GB,16.36 cm ,4500 mAh Lithium-ion ,Qualcomm Snapdragon 712 AIE 
184,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
185,OPPO,Reno 10x Zoom,Ocean Green,"41,990","55,990",8 GB,256GB,16.76 cm ,4065 mAh ,Qualcomm Snapdragon 855 Octa Core 2.8 GHz 
186,iQOO,3,Tornado Black,"34,990","37,990",8 GB, 128 GB,16.36 cm ,4440 mAh Li-ion ,Qualcomm Snapdragon 865 
187,iQOO,3,Quantum Silver,"34,990","37,990",8 GB, 128 GB,16.36 cm ,4440 mAh Li-ion ,Qualcomm Snapdragon 865 
188,Realme,X2 Pro,Lunar White,"32,999","35,999",12 GB, 256 GB,16.51 cm ,4000 mAh ,Qualcomm Snapdragon 855 Plus 
189,Realme,X2 Pro,Lunar White,"29,999","29,999",6 GB, 64 GB,16.51 cm ,4000 mAh ,Qualcomm Snapdragon 855 Plus 
190,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
191,Realme,X3,Glacier Blue,"25,999","27,999",8 GB, 128 GB,16.69 cm ,4200 mAh ,Qualcomm Snapdragon 855+ 
192,OPPO,F15,Unicorn White,"16,990","20,990",4 GB,128GB,16.26 cm ,4000 mAh ,MediaTek Helio P70 
193,Realme,X,Space Blue,"20,999","20,999",8 GB, 128 GB,16.59 cm ,3765 mAh ,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE 
194,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
195,Realme,X,Space Blue,"17,999","17,999",4 GB, 128 GB,16.59 cm ,3765 mAh ,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE 
196,OPPO,A9 2020,Vanilla Mint,"20,490","20,490",8 GB, 128 GB,16.56 cm ,5000 mAh ,Qualcomm SM6125 
197,Redmi,Note 9 Pro Max,Interstellar Black,"20,999","20,999",6 GB,128GB,16.94 cm ,5020 mAh ,Qualcomm Snapdragon 720G 
198,Samsung,Galaxy A21s,White,"15,999","17,999",4 GB,64GB,16.51 cm ,5000 mAh Lithium-ion ,Exynos 850 Octa Core 
199,Realme,X3 SuperZoom,Glacier Blue,"32,999","34,999",12 GB, 256 GB,16.69 cm ,4200 mAh ,Qualcomm Snapdragon 855+ 
200,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
201,Realme,X3 SuperZoom,Arctic White,"32,999","34,999",12 GB, 256 GB,16.69 cm ,4200 mAh ,Qualcomm Snapdragon 855+ 
202,Samsung,Galaxy M11,Metallic Blue,"12,849","12,849",3 GB,32GB,16.26 cm ,5000 mAh Lithium-ion ,Qualcomm Snapdragon (SDM450-F01) Octa Core 
203,LG,W10,Smokey Gray,"9,995","9,995",3 GB,32GB,15.72 cm ,4000 mAh ,Helio P22 
